geno	Omi32_e_2_1	Omi32_e_2_2	Omi32_e_2_3	Omi32_e_2_4	Omi32_e_3_1	Omi32_e_3_2	Omi32_e_3_3	Omi32_e_3_4	Omi32_e_4_1	Omi32_e_4_2	Omi32_e_4_3	Omi32_e_4_4	Omi32_e_5_1	Omi32_e_5_2	Omi32_e_5_3	Omi32_e_5_4	Omi32_e_6_1	Omi32_e_6_2	Omi32_e_6_3	Omi32_e_6_4	Omi32_e_7_1	Omi32_e_7_2	Omi32_e_7_3	Omi32_e_7_4	Omi32_e_8_1	Omi32_e_8_2	Omi32_e_8_3	Omi32_e_8_4	Omi32_e_F_1	Omi32_e_F_2	Omi32_e_F_3	Omi32_e_F_4	Omi32_e_F_5	Omi32_e_F_6	Omi32_e_F_7	Omi32_e_F_8	Omi32_f_2_1	Omi32_f_2_2	Omi32_f_2_3	Omi32_f_2_4	Omi32_f_3_1	Omi32_f_3_2	Omi32_f_3_3	Omi32_f_3_4	Omi32_f_4_1	Omi32_f_4_2	Omi32_f_4_3	Omi32_f_4_4	Omi32_f_5_1	Omi32_f_5_2	Omi32_f_5_3	Omi32_f_5_4	Omi32_f_6_1	Omi32_f_6_2	Omi32_f_6_3	Omi32_f_6_4	Omi32_f_7_1	Omi32_f_7_2	Omi32_f_7_3	Omi32_f_7_4	Omi32_f_8_1	Omi32_f_8_2	Omi32_f_8_3	Omi32_f_8_4	Omi32_f_F_1	Omi32_f_F_2	Omi32_f_F_3	Omi32_f_F_4	Omi32_f_F_5	Omi32_f_F_6	Omi32_f_F_7	Omi32_f_F_8
0000110110000	1	2365	1451	915	3	1622	1830	419	38	4241	1405	169	427	2831	1612	1044	3098	1187	331	8	2874	948	4	0	4114	363	10	0	1	0	3	1	217	2810	1048	2	1	903	4100	474	0	2700	3020	685	0	4480	1974	1	1000	833	904	5	4747	7	1	0	10626	296	189	0	3824	1	0	0	0	0	72	111	7	1060	4006	145
0000110110001	0	623	1133	277	0	820	241	420	33	337	824	2	11	506	454	449	1262	243	3	2	660	1100	3	0	2108	1012	394	0	4	0	1	105	4	2262	608	169	1	95	1309	372	0	499	1362	4	0	2586	720	1	1048	108	301	4	1335	354	0	0	4761	1	5	0	2189	0	0	0	0	0	32	0	102	835	1723	33
0000110110010	2	765	731	166	1	697	642	3	14	2421	426	1	15	2065	502	9	1021	262	4	2	780	371	463	0	2377	194	8	0	0	0	123	0	252	1382	634	0	0	439	2751	0	1	546	1437	86	0	1532	551	215	529	668	292	1	721	2	0	0	1860	58	2	0	2745	0	555	0	1	2	47	0	111	505	1497	9
0000110110011	0	194	132	487	0	349	107	0	7	429	263	0	1	475	202	3	1256	704	3	0	633	364	1	0	454	283	0	0	0	0	0	0	0	780	295	1	0	0	763	38	0	460	527	61	0	3	514	1	0	1	328	2	302	0	0	0	390	26	4	0	1154	0	0	0	0	0	0	0	27	1	835	0
0000110110100	0	531	1652	145	0	0	865	1	0	567	439	148	0	1776	119	0	526	430	263	0	0	121	0	0	358	0	0	0	217	0	0	0	121	250	242	0	0	1	843	344	0	556	564	1	0	323	487	0	359	0	0	2	443	1	0	0	462	0	0	0	617	168	0	0	0	0	11	0	71	223	507	0
0000110110101	1	599	1276	472	2	569	728	314	12	452	1093	0	5	2132	663	10	235	250	2	2	1013	72	1	0	2136	152	957	0	4	0	2	0	838	2284	894	0	0	150	2501	586	0	118	4960	170	1	622	2579	1	2305	627	761	4	1483	0	1	0	2420	425	23	0	2220	0	0	0	0	0	166	0	5	752	2936	238
0000110110110	1	1	939	3	0	0	99	1	4	579	440	889	3	473	2	132	1147	494	705	0	245	353	0	0	521	458	0	0	0	0	0	0	97	1513	76	0	0	1	834	397	0	3	241	3	0	1063	125	234	383	589	260	1	1159	2	0	0	1750	0	1	0	981	1	0	0	0	0	0	0	87	33	1242	0
0000110110111	0	725	224	956	0	245	657	1	3	2	352	29	0	270	666	149	1755	9	1	0	862	273	1	0	1312	154	0	0	0	0	1	2	66	1435	590	0	0	201	1577	959	1	184	1145	2	0	1	485	178	447	1824	335	2	642	100	0	0	2550	1	584	0	1794	0	0	0	0	0	16	0	2	142	1208	0
0000110111000	2	3691	2845	1217	0	2382	1752	437	50	6583	1990	8	147	3446	1303	979	2569	1020	6	8	2299	2110	7	0	4102	1582	12	0	5	0	2	446	329	2128	2667	3	0	2588	4437	32	0	5136	2860	8	0	6180	2698	653	2271	2259	814	4	6285	2	2	0	2695	903	495	0	5288	2	1	0	0	1	129	37	94	1071	5804	74
0000110111001	0	1095	2072	571	0	1290	796	74	21	630	659	0	6	482	626	95	1393	200	3	4	392	261	1	0	1309	180	9	0	1	0	1	0	412	716	844	0	0	1	2045	1	0	1555	1086	5	0	2077	90	0	827	3	73	1	863	5	1	0	3478	1	3	0	2003	1	0	0	0	1	26	0	31	742	1757	30
0000110111010	0	747	462	27	1	1	467	134	13	468	25	0	2	27	282	11	788	380	155	2	688	0	125	0	830	184	6	0	4	0	13	0	253	692	130	3	1	194	1071	0	0	183	489	2	0	256	521	1	821	359	363	0	356	0	2	0	1378	0	0	0	1065	0	0	0	0	0	57	0	0	508	298	0
0000110111011	1	0	239	8	1	817	755	135	5	452	1107	1	1	435	474	3	144	4	0	1	1	210	0	0	496	0	1	0	0	0	0	0	312	697	349	1	0	1	771	0	0	636	470	0	0	708	256	0	2	421	32	0	469	1	3	1	665	0	0	0	378	0	0	0	1	0	0	147	0	524	654	0
0000110111100	0	260	688	271	0	681	1408	336	0	2223	1363	1	475	1092	300	192	728	258	402	1	1563	0	2	0	1941	447	0	0	0	0	2	1	0	884	248	0	0	1	812	138	0	633	1641	89	0	1569	605	1	953	0	191	1	843	2	1	0	2916	120	1	0	1159	1	0	0	0	0	13	0	0	253	1671	0
0000110111101	1	627	5	429	0	109	542	2	0	1600	625	1	2	6	1	119	979	0	0	0	315	477	194	0	529	496	0	0	0	0	0	0	0	623	321	0	0	152	816	798	0	1673	742	0	0	565	189	0	0	668	213	0	2796	0	0	0	2080	0	673	0	1507	0	0	0	0	0	0	0	1	133	933	6
0000110111110	0	791	952	2	1	786	816	258	6	1	919	0	4	742	882	238	506	2	452	0	1519	345	2	0	1508	279	5	0	1	0	2	30	2	1361	422	0	0	1	1729	129	0	392	1555	1	0	679	761	1	0	2536	264	0	1489	377	3	0	3518	212	0	0	2188	1	0	0	0	0	0	1	1	492	2095	0
0000110111111	0	409	637	695	0	706	491	87	1	898	941	0	8	997	1527	337	1223	410	0	0	2478	146	431	0	2625	546	2	0	1	212	1	148	203	1981	887	164	0	133	2778	1081	0	187	2438	172	0	274	310	2	1498	0	317	1	537	0	0	0	1394	0	1	0	2030	2	0	0	1	0	35	103	0	578	1770	51
0000111000000	1	1117	516	342	0	8	188	0	5	2	848	0	1	2	737	7	961	555	1	2	206	492	0	0	1199	606	0	0	1	0	0	0	161	819	767	0	0	1	650	877	0	1	1272	0	0	0	1056	324	0	223	2	0	1207	0	0	0	1854	394	0	0	1160	0	0	0	0	0	51	218	0	323	1054	55
0000111000001	0	248	1015	803	0	309	1200	406	8	354	1854	283	8	1548	1863	598	454	1593	1	2	1530	150	0	0	1164	252	10	0	0	132	0	0	119	1168	506	0	1	140	1981	307	0	172	2805	528	0	0	2464	134	654	731	647	2	627	310	1	0	2272	577	5	0	2976	0	0	0	0	0	88	0	1	454	1530	0
0000111000010	0	1	1379	1651	1	225	1344	1876	5	615	1951	162	0	431	2434	205	786	1184	157	0	1051	289	0	0	2108	347	0	0	164	1	1	0	645	460	666	468	0	1	1940	1582	0	2	3081	681	0	2	3154	109	0	395	960	0	2055	6	0	0	4110	367	2	0	2400	134	488	0	0	0	60	70	126	583	2848	1
0000111000011	0	9	2380	2612	1	6	1418	935	1	315	2076	502	4	546	3025	945	1434	870	1	1	1806	1274	0	0	3921	193	0	0	0	2	137	59	436	2988	1030	0	0	132	2353	1162	0	2	1933	510	0	209	2556	856	0	561	3072	1	3323	1	2	0	3294	91	666	0	3863	0	146	0	632	1	87	0	3	607	2527	21
0000111000100	6	1496	10358	14824	984	935	6680	8485	497	1389	7104	5884	617	1864	15542	8566	6611	6222	868	4	9485	4345	298	0	17418	2099	0	0	31	158	725	240	1854	13722	4603	383	3	519	10309	11418	2	510	12318	6514	0	723	10185	8671	7	425	9890	4153	13812	298	12	3	20558	1605	865	0	15847	222	420	0	2	0	269	417	344	5065	14019	337
0000111000101	3	1	2229	1828	1	123	2142	1556	0	143	600	1432	1	1	2156	1825	187	596	253	0	277	1520	0	0	2826	287	1	0	0	0	0	0	754	1978	297	0	0	55	1201	1715	0	188	1279	791	0	6	1259	1364	3	0	1681	3	2299	4	3	781	3178	429	6	0	2791	161	159	0	0	0	52	11	14	492	1532	37
0000111000110	0	1	850	815	0	2	407	1224	1	1	363	181	0	4	1025	124	456	1139	1	0	354	126	1	0	1096	362	2	0	0	0	0	0	379	508	432	1	0	0	1083	456	1	0	297	346	0	0	550	1569	0	1	607	748	2	468	0	0	4199	1	452	0	1613	102	0	0	1	0	52	92	69	274	1073	0
0000111000111	3	83	2551	4975	0	513	1286	2169	6	3	627	3647	0	3	1134	1737	513	1689	741	3	2349	1203	579	0	3226	1264	1	0	0	1	2	0	457	3589	1309	0	0	108	3071	1722	0	3	2387	2349	0	3	1491	2647	3	853	669	3590	2890	4	3	0	5675	342	35	0	3986	55	1	0	0	1	83	0	185	1068	2887	0
0000111001000	0	1310	4172	2661	0	928	2700	1122	9	1660	1826	454	480	522	3412	857	2203	1336	250	1	2598	726	2	0	5332	329	2	0	1	0	1	1	992	1438	1121	0	0	1	3877	1339	2	358	4609	9	1	933	2770	6	1307	2854	1305	6	2905	383	0	0	3911	866	0	0	3634	0	0	0	1	0	26	105	60	1604	2987	130
0000111001001	0	345	861	488	0	463	409	750	11	954	1639	1	5	1312	358	3	502	2	153	2	857	364	0	0	1940	188	1	0	0	0	0	0	156	1092	764	2	0	5	1670	1049	0	0	3483	138	0	402	2116	0	0	780	427	2	1839	2	2	0	1312	108	49	0	893	1	0	0	1	0	0	0	0	266	1977	0
0000111001010	0	106	349	824	0	161	309	174	3	881	596	0	0	167	251	0	167	0	0	0	995	73	0	0	418	297	0	0	0	0	0	0	84	948	45	0	0	186	653	258	0	0	675	0	0	0	259	0	0	0	757	0	0	2	0	0	584	303	1	0	266	0	0	0	0	0	32	0	1	263	915	0
0000111001011	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	155	0	0	0	402	0	0	0	67	81	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	20	0	0	0	242	0
0000111001100	0	175	1570	206	0	324	237	0	4	1	907	91	1	1	160	271	218	2	0	0	808	672	0	0	1991	364	0	0	1	0	0	0	106	1396	0	0	0	0	1034	325	0	0	1369	273	0	0	801	776	0	0	932	2	487	367	0	0	551	0	0	0	1620	0	0	0	0	0	0	0	1	249	881	38
0000111001101	1	195	2306	3160	375	2	1830	1272	2	148	1802	407	7	756	272	261	745	1	252	1	805	1555	228	0	2745	111	820	0	0	1	0	0	547	1425	1001	128	0	3	2405	1604	0	1	2980	1806	0	8	2637	2003	2	1	1950	1256	1144	5	2	2	4238	1	13	0	3998	0	0	0	0	0	98	0	8	885	2451	38
0000111001110	0	1	205	0	1	1	302	601	0	0	423	3	2	0	1	777	228	1	0	0	1149	253	0	0	468	0	0	0	0	0	0	0	190	728	0	0	0	284	492	687	0	0	1465	447	0	0	60	97	0	1	497	2544	637	0	0	0	1016	1	0	0	1301	0	0	0	0	0	22	51	2	315	815	0
0000111001111	0	0	824	220	0	0	223	0	1	5	0	605	0	0	0	2	312	0	2	0	466	296	0	0	313	0	0	0	0	0	0	0	0	574	134	0	0	0	618	29	0	0	347	1	0	2	213	1233	2	1	0	379	728	0	4	0	623	0	3	0	256	0	0	0	0	0	0	0	0	148	630	0
0000111010000	0	1150	1916	236	0	270	852	519	3	678	971	206	5	659	1438	674	822	3	0	3	812	150	2	0	1480	413	0	0	1	0	162	0	307	1223	457	0	0	1	2510	1256	0	465	2987	258	0	1274	1613	1	383	548	1218	4	1814	1	0	0	3156	158	6	0	1305	127	0	0	1	0	21	2	1	197	1423	28
0000111010001	0	5	2050	1703	2	579	1518	765	8	399	1245	148	6	878	1329	5	1173	865	325	2	1335	1138	0	0	1969	359	4	0	3	0	0	0	187	1615	867	0	0	2	2350	983	0	311	3794	0	0	1	1795	583	1248	3904	957	2	683	0	0	0	2567	679	3	0	3203	0	305	0	0	0	20	0	127	980	2675	77
0000111010010	0	1	946	829	0	282	275	1	0	714	550	346	1	321	662	221	668	283	0	0	559	400	1	0	418	0	1	0	0	55	0	0	159	381	246	0	0	3	918	331	0	0	417	1	0	1	1083	299	1	2186	286	0	987	0	0	0	991	477	0	0	2419	0	0	0	0	0	53	0	0	317	644	19
0000111010011	1	368	2379	2590	0	952	1864	848	5	1344	3597	719	597	1162	2047	761	2391	1727	279	0	2800	884	0	0	6181	716	595	0	414	0	0	90	676	4765	1160	0	0	2	3273	1296	0	122	3005	775	0	386	4631	478	1631	4997	844	7	2755	2	2	1	6091	1	1	0	5921	2	1	0	0	0	72	0	79	1361	3922	273
0000111010100	0	476	726	2480	0	1	684	1451	2	3	1238	940	1	389	976	652	2	537	1	0	1122	974	1	0	1693	556	0	0	0	1	30	167	167	1279	442	0	0	1	1130	1636	0	210	1018	1077	2	0	1302	703	0	629	1149	2	2019	3	2	0	1668	291	87	0	3063	87	0	0	0	0	17	1	1	431	1473	0
0000111010101	0	435	199	1330	0	2	822	683	0	0	339	876	0	1	1797	595	352	1279	163	300	0	783	0	0	1574	1	2	0	0	81	0	127	193	670	601	0	0	3	479	570	0	0	1861	311	0	1	991	231	0	1	806	1	937	6	2	2	3176	3	5	0	1807	165	0	0	1	0	0	1	1	548	2205	126
0000111010110	0	178	1080	4884	1	2	1497	2188	0	746	1242	1039	0	103	976	1754	476	3	531	1	1847	1104	0	0	3322	447	0	0	0	0	0	0	381	1695	964	1	0	0	1999	2949	0	2	957	2509	0	0	1333	2347	4	2	1015	644	1398	313	3	0	2269	828	702	0	1923	1	74	0	1	0	58	0	134	484	2161	122
0000111010111	0	547	313	3433	0	1	348	2072	2	1	487	1860	2	2	1334	958	2	0	0	0	1363	612	0	0	609	3	0	0	0	0	1	177	204	1168	391	0	0	3	1149	766	0	1	543	777	0	0	300	2234	2	1	504	1739	1070	0	0	0	943	320	4	0	2371	422	16	0	0	0	41	0	1	216	1514	0
0000111011000	4	782	3979	1267	0	2191	2224	358	10	2904	3757	691	17	4044	3864	857	3041	885	2	3	2957	2475	429	0	6660	706	97	0	41	253	3	1	90	4531	1723	0	1	546	6740	664	0	945	7100	65	0	2261	3707	223	4876	4341	1065	7	6194	8	3	3	8206	0	7	0	3720	847	684	0	1	0	197	278	243	1716	4409	187
0000111011001	0	1	1170	372	1	0	269	0	4	1	666	1	22	398	1146	6	683	69	159	1	953	65	384	0	1553	337	1	0	1	1	1	0	1	708	853	469	0	0	1318	214	0	0	2133	1	0	979	1611	0	4	1	613	2	3	654	0	0	1470	0	0	0	563	0	0	0	0	0	18	0	2	229	1157	0
0000111011010	0	627	3242	4029	1	859	3023	1388	9	2043	2942	162	6	895	2451	1464	1294	316	457	0	3254	1332	3	0	4111	926	0	0	157	71	1	230	131	3229	1367	91	1	22	4193	1817	2	132	3621	471	0	72	5136	341	590	1510	2108	4	3692	1102	6	1	5290	117	6	0	6459	114	0	0	1	1	109	0	192	893	4190	163
0000111011011	1	322	1466	1635	0	719	746	230	7	643	1087	0	284	485	2820	362	555	741	401	1	1350	232	2	0	1493	423	390	0	1	0	1	0	525	1469	829	0	1	0	1544	1121	0	0	1072	213	0	595	2386	31	353	1680	725	2	343	619	0	0	2118	115	3	0	2816	101	2	0	1	1	32	0	30	435	2279	33
0000111011100	3	1010	842	1473	0	1	825	308	2	154	1487	401	2	223	970	1	334	377	1	0	1228	204	0	0	1045	368	0	0	0	1	2	0	209	1110	933	0	0	1	1169	132	2	1	2259	9	0	265	1760	305	0	403	950	3	817	1	2	0	1121	0	2	0	2329	103	0	0	1	0	32	84	4	159	1260	0
0000111011101	0	0	1552	3	0	234	233	285	1	1	18	0	3	1	348	0	593	1	0	0	535	103	0	0	1344	0	0	0	0	0	0	1	120	797	226	0	0	0	409	333	0	0	970	495	0	308	1702	74	2	215	14	2	461	181	0	0	1102	0	1	0	564	0	0	0	0	0	27	1	0	138	657	0
0000111011110	0	2	960	1278	0	368	850	972	1	3	538	0	0	2	240	1122	1490	1005	566	0	1324	625	1	0	1987	62	0	0	0	0	1	105	396	1989	833	248	0	2	2065	1552	0	1	1604	1380	0	254	1306	1140	0	2	1714	180	287	1	0	0	3562	141	0	0	2336	553	0	0	0	0	20	0	103	827	1510	34
0000111011111	1	0	699	1451	1	266	1055	631	0	2	1084	906	0	1	1382	322	701	578	278	0	627	636	1	0	2750	841	0	0	0	0	0	1	629	1773	399	317	0	4	1741	1989	0	3	867	721	0	4	1356	1662	1	1	1349	245	1232	2	0	0	2991	1	4	0	2300	123	0	0	1	0	0	0	20	382	1517	0
0000111100000	1	689	1409	1609	0	580	895	613	5	1229	2331	4	202	3	1246	419	2108	10	299	2	1492	704	618	0	2749	447	9	0	4	86	2	106	618	1003	1187	0	0	37	2722	1331	0	2	3362	73	0	869	2215	4	828	2285	356	3	2575	3	2	0	2225	661	304	0	3660	176	84	0	0	0	54	108	159	637	3028	97
0000111100001	0	96	1	242	0	1	162	0	1	375	0	0	1	0	97	457	163	390	0	1	310	0	0	0	702	0	0	0	0	0	0	0	167	455	58	0	0	0	511	162	0	0	494	3	0	272	757	108	725	0	0	1	287	0	0	0	1	0	0	0	1011	0	0	0	0	0	0	0	35	202	330	0
0000111100010	0	338	1973	4098	0	448	2296	854	10	1143	3655	599	7	2055	1631	224	3019	2840	514	0	1467	874	365	0	5434	106	1	0	2	0	1	98	427	1941	799	314	1	106	4231	1823	1	118	4580	535	0	340	3569	1139	868	2942	358	650	6582	193	1	0	5987	440	2	0	3921	96	77	0	0	0	128	2	194	796	4342	31
0000111100011	3	0	1141	1419	0	671	228	162	1	3	107	0	4	0	1139	227	369	2	576	0	130	149	0	0	788	119	0	0	0	0	0	0	111	704	437	0	1	0	598	411	0	1	865	295	0	0	653	3	1	16	377	0	246	0	1	0	207	115	0	0	282	1	0	0	0	0	24	1	1	271	728	1
0000111100100	0	2	487	515	0	1	307	558	0	0	561	0	0	248	0	0	121	0	0	0	128	0	0	0	781	642	0	0	0	0	0	0	0	95	0	0	0	3	860	323	0	0	79	503	1	0	2	464	0	1	341	0	67	0	0	0	217	0	1	0	562	0	0	0	0	0	0	0	1	0	400	0
0000111100101	0	705	400	1025	1	3	1600	2231	0	0	1489	1	2	399	1063	1246	827	281	555	1	1392	1386	308	0	2620	15	0	0	1	0	0	0	306	1197	523	0	0	1	1946	1075	0	369	1753	1091	0	5	1586	2610	1	1	2080	339	2118	4	0	0	5230	177	1	0	3042	201	164	0	0	0	161	0	1	399	3331	69
0000111100110	3	1041	3334	3037	1	478	1328	2850	7	76	1216	2744	11	860	1487	2783	1044	1301	234	0	3415	1645	1	0	3613	788	792	0	61	3	1	0	1017	3334	1503	251	0	185	3435	2992	0	243	4011	2579	1	485	2548	3327	1	3	2200	2512	4386	338	2	0	5420	618	7	0	5448	385	187	0	1	1	125	205	1	1432	3807	185
0000111100111	1	180	1094	2959	0	869	1263	1346	10	1136	1890	315	3	2	1832	988	638	1896	407	1	875	1300	0	0	2283	669	157	0	2	1	0	0	69	1791	1226	0	0	2	2844	1583	1	4	2467	2646	0	1	1316	4012	1	0	978	1651	2791	305	2	1	2556	0	1	0	4056	168	379	0	0	0	99	0	77	1177	2738	123
0000111101000	0	174	488	297	0	817	0	1	4	159	1142	0	1	1612	637	2	1211	424	0	0	217	353	1	0	1557	4	3	0	155	0	0	0	1	824	591	0	0	0	2063	1309	0	217	2038	3	0	0	528	2	1	1214	439	0	1485	1	0	0	697	141	1	0	1815	1	0	0	0	0	0	1	34	336	884	35
0000111101001	2	1021	4454	2902	3	1226	3422	952	10	4386	3691	2	19	1771	3756	183	2417	1861	559	5	4072	3558	0	0	7571	1727	3	0	4	1	3	241	954	3336	1561	0	0	380	6007	2238	0	577	5708	956	3	2045	3842	121	693	1335	478	7	4442	587	4	0	10795	1660	871	0	8270	4	0	0	0	1	295	1	14	1256	5482	72
0000111101010	0	2	2013	3639	1	320	1098	379	9	745	1460	634	3	1610	1019	583	825	119	943	2	1641	837	992	0	3331	735	3	0	1	163	0	253	426	1601	880	0	0	378	1713	1255	0	2	3348	15	0	825	2135	5	1092	2217	1513	1	1871	1032	3	0	3534	561	2	0	7338	1	0	0	1	0	158	1	239	440	2724	68
0000111101011	0	845	1120	2335	1	2	900	479	8	269	1555	688	1	983	454	9	879	7	1	4	1319	538	0	0	1670	1328	1	0	188	1	441	115	319	385	1424	0	0	1	1231	1138	0	255	2552	496	1	3	1257	0	0	2038	267	0	2896	373	2	0	1705	135	647	0	3032	0	0	0	1	0	45	68	0	344	1917	116
0000111101100	0	379	2171	3128	0	309	1659	1047	4	677	2518	2	5	1300	2226	5	1749	1557	578	0	2341	1665	377	0	4457	663	1	0	1	0	1	0	121	3165	1266	3	1	217	2163	3111	0	2	2952	2406	0	3	3747	1031	1	1760	1954	457	3732	190	2	0	8008	0	0	0	4264	1	2	0	1	0	13	1	165	1071	4023	99
0000111101101	0	3	1428	828	0	5	1692	234	3	0	876	412	7	14	894	7	689	10	307	1	558	102	2	0	2134	221	1	0	1	0	0	103	940	421	747	208	0	0	1621	147	0	1	1644	1160	0	0	2810	372	0	949	1148	2	2437	0	0	0	1282	1	9	0	2552	309	0	0	0	0	24	70	29	1168	1561	55
0000111101110	1	1	1160	1853	0	155	682	1250	0	3	562	635	1	0	982	805	1047	1215	845	0	1022	0	1	0	383	559	0	0	1	0	2	1	492	893	710	0	0	3	1372	760	0	342	1642	1662	0	0	1043	1059	0	2	448	1366	1510	4	0	0	2090	184	1	0	1881	173	0	0	0	0	0	0	1	624	1680	0
0000111101111	0	137	1057	835	0	3	681	1304	2	464	422	2	1	218	1169	486	479	2	90	0	1105	502	1	0	702	265	1	0	1	0	0	0	264	1183	328	2	0	2	1111	1080	0	270	424	828	0	1	891	2147	0	2	1535	573	502	308	0	0	1535	0	319	0	2389	0	0	0	0	0	101	0	135	387	793	0
0000111110000	1	552	842	995	1	800	578	1	3	1714	314	0	3	1439	527	530	1024	709	1	3	99	1007	3	0	1460	9	2	0	2	0	0	114	183	1149	873	1	0	113	1184	0	0	544	2541	1	1	0	699	0	785	749	772	755	1165	2364	0	0	2949	974	0	0	1578	0	145	0	0	0	42	0	10	328	1221	53
0000111110001	1	1299	1915	931	0	1218	1823	5	15	2376	1866	361	10	1917	1941	225	2377	1057	277	2	1665	800	3	0	4200	843	2060	0	293	396	184	109	108	3074	1087	383	0	2	4958	1182	1	1	3821	675	0	1624	2823	128	1491	1349	266	6	2124	384	0	0	5612	194	7	0	3524	178	0	0	4	0	115	104	4	598	3397	247
0000111110010	0	857	243	515	0	0	485	0	2	2	336	315	2	318	1651	4	610	580	0	2	375	399	0	0	1170	128	0	0	0	0	0	0	15	717	490	0	0	2	1137	695	0	140	1474	221	0	188	1283	12	0	0	557	1	1492	0	1	0	5008	828	0	0	1202	151	0	0	1	0	53	1	0	220	817	0
0000111110011	2	463	1637	2264	0	477	2353	1024	8	302	1851	2	4	1095	2008	213	1471	915	1	1	1094	1327	155	0	4080	618	453	0	0	0	82	82	194	1767	1195	318	0	258	2069	1103	0	3	3780	328	0	443	2445	2	757	1750	250	1	4705	583	3	0	4812	823	17	0	4993	498	0	0	2	0	76	1	14	900	2778	84
0000111110100	0	195	1949	4164	0	342	1523	2753	4	1264	1602	983	15	358	2191	226	1542	666	329	0	1884	1257	495	0	3638	495	0	0	259	442	0	98	133	1943	1187	0	1	104	2963	2054	0	539	3642	921	1	7	2260	2069	2	1201	2272	3	2660	534	4	0	4425	175	7	0	5840	441	0	0	0	0	92	0	2	409	3502	14
0000111110101	0	125	673	3378	0	120	1748	249	0	556	1812	1	3	1	1328	589	584	767	1	1	1431	903	0	0	2636	317	1	0	3	0	0	0	655	2168	765	0	0	380	1483	807	0	2	2581	1337	0	111	2386	564	0	470	2263	7	2056	206	1	0	4109	871	1	0	2882	288	2	0	0	0	47	143	5	705	2910	70
0000111110110	0	1	86	7	0	0	108	0	2	0	660	1	0	1	2	428	1	1	1	0	180	1	0	0	375	335	3	0	0	0	0	0	0	12	101	0	0	164	388	182	0	514	485	271	0	0	606	930	0	0	383	0	526	0	0	0	4	0	4	0	597	0	0	0	0	0	12	3	0	127	359	67
0000111110111	0	787	2146	1915	1	3	1017	2435	10	780	1192	311	8	299	1895	596	546	1989	4	3	1176	264	0	0	1921	805	1	0	3	147	9	0	297	1407	427	293	0	147	1241	2201	0	2	1385	2240	0	6	1489	1378	3	15	1463	3	2609	11	0	0	3491	88	3	0	4156	391	77	0	0	0	39	71	0	441	2604	29
0000111111000	1	940	2107	343	0	271	1261	360	6	383	555	3	10	1981	1193	155	855	2037	0	0	1167	434	1	0	2000	242	0	0	1	1	0	8	144	2020	1054	0	0	318	1718	364	3	325	2775	11	0	1837	1227	1	1371	1856	132	3	5158	2	3	0	3153	0	1	0	3001	1	1	0	0	0	104	87	199	486	2191	122
0000111111001	0	1	1044	636	0	733	346	0	2	527	169	0	0	1	4	359	1008	988	620	0	923	192	402	0	1693	249	1	0	38	0	0	0	261	983	353	357	0	1	1265	1	0	517	924	1	0	362	1	0	0	633	34	2	495	3	1	0	2016	0	0	0	1255	80	0	0	0	0	1	0	7	136	1340	57
0000111111010	0	2	182	835	0	124	295	163	0	494	280	0	4	290	1567	389	0	0	0	0	219	769	0	0	247	0	0	0	12	0	0	0	361	752	117	0	0	0	726	185	0	118	891	0	0	686	303	0	1	563	316	0	703	0	0	0	1427	1	0	0	1261	0	0	0	0	0	0	0	112	419	778	0
0000111111011	0	666	2451	1725	0	248	1276	932	1	303	515	9	291	1302	2042	475	1750	2	0	0	735	813	0	0	1821	663	2	0	0	0	0	108	163	1267	746	535	0	1	1803	809	0	2	3015	268	1	916	1963	4	507	1622	599	1	2082	0	4	0	3565	702	8	0	3036	4	0	0	1	0	89	0	4	390	2735	8
0000111111100	8	3948	6408	6845	1	2444	6801	2216	33	4980	4917	3391	433	5754	6873	1890	7739	2958	1468	4	4394	1863	618	0	11690	1879	1329	0	3	2	186	702	1217	7211	4880	216	0	9	10591	4841	1	254	13510	1255	0	1425	10827	1357	8317	7280	2690	8	8164	664	4	2	14142	1236	681	0	14309	1157	94	0	2	0	233	165	114	2466	11943	353
0000111111101	0	0	0	971	0	1	424	180	0	0	268	833	0	1	1099	2	295	2	0	0	2	104	0	0	1108	2	0	0	0	0	0	0	71	639	447	0	0	1	748	44	0	0	69	98	0	559	412	0	0	0	452	0	1	0	0	0	709	0	0	0	807	0	1	0	0	0	0	0	0	66	545	0
0000111111110	1	191	1674	1319	0	381	908	766	0	2	729	831	2	1622	2127	1184	900	1366	314	2	1636	1160	0	0	2267	332	0	0	285	0	3	0	827	1037	755	1	0	1	1606	1728	0	1	3269	1588	1	5	1386	730	1	1715	1234	620	3560	557	2	0	3653	0	0	0	2272	49	424	0	0	155	91	0	4	408	2324	126
0000111111111	1	1	1059	466	0	235	180	93	0	0	0	0	0	3	2	688	499	0	0	0	947	1	0	0	538	1	0	0	1	0	0	0	0	318	112	0	0	385	114	254	0	0	265	1	0	1	627	435	0	501	270	1	671	0	0	0	2	0	0	0	1144	219	0	0	332	0	3	97	2	144	724	1
